Body Type,Sex,Diet,How Often Shower,Heating Energy Source,Transport,Vehicle Type,Social Activity,Monthly Grocery Bill,Frequency of Traveling by Air,Vehicle Monthly Distance Km,Waste Bag Size,Waste Bag Weekly Count,How Long TV PC Daily Hour,How Many New Clothes Monthly,How Long Internet Daily Hour,Energy efficiency,CarbonEmission
overweight,female,omnivore,daily,wood,public,hybrid,never,442.85,rarely,688.0,small,3,3.7,0,7.1,Sometimes,2813.22
normal,male,omnivore,twice a day,natural gas,public,electric,sometimes,253.83,rarely,477.0,medium,5,6.7,2,2.6,Yes,2883.48
underweight,female,omnivore,twice a day,electricity,private,hybrid,often,455.22,never,2347.0,small,8,7.6,2,3.0,No,4243.04
normal,female,vegetarian,more frequently,coal,walk/bicycle,petrol,sometimes,127.72,never,2124.0,extra large,8,5.8,3,8.7,Yes,2047.01
obese,male,omnivore,more frequently,coal,private,none,sometimes,733.34,rarely,548.0,large,5,1.7,4,7.7,Sometimes,4472.44
underweight,female,omnivore,more frequently,coal,private,petrol,sometimes,672.99,rarely,349.0,medium,1,8.6,7,11.4,Yes,5110.12
obese,male,omnivore,twice a day,wood,walk/bicycle,none,sometimes,608.07,rarely,2515.0,extra large,2,9.6,8,4.6,Sometimes,2947.51
underweight,female,omnivore,less frequently,wood,private,hybrid,often,526.88,rarely,2330.0,extra large,8,4.6,6,3.4,Sometimes,4411.89
underweight,female,pescatarian,daily,natural gas,public,diesel,often,505.88,never,982.0,medium,9,3.0,9,8.2,Yes,2566.06
overweight,female,omnivore,daily,coal,private,none,often,797.71,rarely,1975.0,extra large,7,1.2,5,11.7,Sometimes,4966.91
normal,male,pescatarian,daily,natural gas,public,petrol,never,294.6,rarely,372.0,large,9,3.1,2,7.1,Sometimes,2409.67
obese,male,omnivore,twice a day,coal,walk/bicycle,petrol,sometimes,645.78,rarely,1521.0,large,9,7.3,8,4.2,No,3480.19
underweight,female,omnivore,twice a day,electricity,private,diesel,never,506.98,frequently,56.0,medium,6,9.2,9,11.0,No,5388.18
overweight,female,omnivore,daily,coal,public,none,sometimes,783.12,rarely,1175.0,medium,6,1.8,0,7.7,Sometimes,3253.27
underweight,male,omnivore,daily,natural gas,private,none,often,679.46,rarely,225.0,extra large,7,6.0,8,3.3,Sometimes,5151.69
normal,male,omnivore,daily,wood,public,petrol,sometimes,798.97,frequently,1425.0,extra large,1,7.3,2,11.4,Sometimes,3774.64
underweight,female,pescatarian,twice a day,electricity,private,none,often,511.83,frequently,1265.0,extra large,9,3.5,8,4.0,No,4826.67
normal,female,omnivore,less frequently,electricity,private,diesel,sometimes,243.18,frequently,1333.0,medium,1,6.1,9,10.9,Sometimes,4731.91
underweight,female,vegetarian,less frequently,coal,private,none,sometimes,452.58,never,136.0,medium,8,7.4,0,7.8,No,3712.52
normal,female,omnivore,less frequently,electricity,private,none,often,597.78,never,1085.0,small,2,8.5,7,6.5,No,4107.27
obese,male,omnivore,more frequently,natural gas,walk/bicycle,diesel,sometimes,642.05,never,2269.0,extra large,7,5.1,5,4.7,Sometimes,2697.02
normal,female,pescatarian,more frequently,natural gas,private,hybrid,often,100.36,never,1107.0,medium,5,7.7,8,2.3,No,4129.71
normal,male,omnivore,twice a day,coal,private,none,often,453.52,very frequently,2146.0,small,8,3.7,3,3.7,Sometimes,7455.49
obese,male,omnivore,less frequently,wood,private,petrol,sometimes,264.66,rarely,1108.0,large,7,2.9,4,4.6,Yes,4388.54
normal,male,omnivore,less frequently,electricity,private,electric,often,712.44,never,1270.0,small,8,2.7,5,4.2,Yes,4011.23
underweight,male,omnivore,more frequently,electricity,public,petrol,never,207.03,never,1692.0,large,2,4.2,8,1.8,Yes,2676.48
underweight,male,vegetarian,less frequently,coal,walk/bicycle,petrol,never,566.52,never,2852.0,medium,9,1.3,5,7.4,Yes,2785.71
underweight,male,omnivore,daily,electricity,private,hybrid,sometimes,286.24,rarely,327.0,extra large,6,3.5,8,6.2,Sometimes,3866.44
obese,male,vegetarian,more frequently,wood,public,hybrid,often,349.58,frequently,99.0,large,6,6.9,1,2.2,Yes,3158.29
normal,male,vegetarian,daily,coal,public,petrol,never,758.39,frequently,1824.0,extra large,6,6.8,3,6.1,Sometimes,3696.2
normal,male,omnivore,less frequently,natural gas,private,none,never,268.31,very frequently,2847.0,extra large,1,1.7,2,1.9,Sometimes,6917.9
underweight,female,vegan,twice a day,electricity,public,petrol,often,166.5,never,2969.0,large,7,3.6,3,11.2,Sometimes,1738.44
normal,male,omnivore,less frequently,coal,private,none,never,148.5,rarely,1452.0,extra large,2,6.1,0,3.8,Sometimes,4272.11
underweight,female,vegan,twice a day,natural gas,public,diesel,never,453.23,never,1404.0,extra large,2,3.9,1,9.0,Sometimes,1819.95
underweight,male,omnivore,daily,natural gas,public,diesel,sometimes,549.2,rarely,1935.0,extra large,5,4.8,3,3.8,No,3058.58
underweight,male,pescatarian,daily,natural gas,private,hybrid,sometimes,329.11,very frequently,1667.0,extra large,6,7.4,9,6.2,Yes,6827.79
obese,female,omnivore,less frequently,coal,walk/bicycle,electric,often,583.18,rarely,1902.0,small,1,1.1,3,11.3,No,3368.35
overweight,male,omnivore,more frequently,coal,public,electric,often,142.72,frequently,2622.0,large,1,3.5,4,10.6,No,4112.83
overweight,male,pescatarian,daily,natural gas,private,hybrid,never,700.13,rarely,2239.0,extra large,1,2.3,8,9.6,Yes,4221.47
normal,female,pescatarian,twice a day,natural gas,public,diesel,sometimes,671.6,never,1491.0,extra large,7,2.1,0,9.7,Sometimes,2935.28
underweight,female,omnivore,twice a day,coal,private,hybrid,often,789.85,never,1386.0,medium,1,9.6,7,10.1,Sometimes,5110.86
overweight,male,omnivore,more frequently,coal,walk/bicycle,diesel,never,755.55,rarely,1919.0,medium,9,4.4,2,9.2,Yes,2953.61
overweight,male,pescatarian,less frequently,wood,public,none,sometimes,349.34,frequently,1367.0,large,3,5.7,8,10.9,Yes,3636.13
normal,female,pescatarian,daily,natural gas,private,diesel,often,379.49,never,1373.0,extra large,2,7.6,7,4.9,Yes,3906.1
obese,male,vegan,less frequently,electricity,private,diesel,sometimes,622.18,frequently,49.0,large,6,1.4,7,6.8,No,3953.23
normal,male,vegetarian,daily,electricity,public,diesel,never,193.86,frequently,522.0,medium,2,3.2,8,8.1,No,2955.02
normal,male,vegan,less frequently,coal,private,electric,never,319.81,rarely,1466.0,medium,5,8.5,3,3.2,Yes,3653.58
underweight,female,pescatarian,more frequently,electricity,private,diesel,never,182.98,frequently,2468.0,medium,5,8.8,4,6.5,Yes,4603.31
obese,male,omnivore,twice a day,coal,private,petrol,sometimes,418.42,rarely,836.0,small,9,4.4,6,2.4,Yes,4673.27
normal,female,omnivore,less frequently,wood,private,none,often,486.4,rarely,1568.0,small,4,4.4,1,7.7,Yes,4042.54
overweight,male,vegetarian,less frequently,coal,private,electric,often,247.81,frequently,1035.0,medium,8,7.8,6,2.1,No,5301.37
overweight,male,pescatarian,daily,natural gas,private,petrol,never,118.64,very frequently,314.0,medium,7,3.7,2,6.5,Yes,6094.96
normal,male,omnivore,less frequently,coal,private,electric,never,603.55,rarely,2875.0,small,7,2.1,5,6.1,Yes,4820.53
underweight,female,omnivore,less frequently,electricity,public,electric,never,114.0,rarely,2564.0,medium,1,3.3,5,2.2,Yes,2860.43
underweight,female,vegan,more frequently,electricity,private,petrol,never,781.38,never,235.0,medium,6,4.5,5,5.8,Yes,3580.45
normal,female,omnivore,less frequently,electricity,private,hybrid,sometimes,255.13,never,2159.0,small,6,1.5,9,8.5,Sometimes,3825.41
obese,male,omnivore,more frequently,natural gas,private,hybrid,never,564.73,rarely,1043.0,small,8,5.3,1,7.5,Sometimes,4054.28
underweight,male,omnivore,more frequently,coal,public,diesel,never,404.33,very frequently,2985.0,small,6,7.7,8,6.0,Yes,5752.68
overweight,female,omnivore,more frequently,coal,private,petrol,often,141.77,rarely,907.0,medium,8,5.6,7,5.0,No,4798.21
obese,female,omnivore,daily,electricity,private,diesel,sometimes,430.53,never,716.0,medium,6,1.6,6,1.6,Sometimes,4232.28
normal,female,omnivore,more frequently,natural gas,private,hybrid,never,461.73,never,1704.0,extra large,8,5.0,8,11.5,No,4632.41
obese,male,omnivore,daily,electricity,public,petrol,sometimes,698.28,rarely,2505.0,medium,5,7.4,3,5.4,Sometimes,3388.51
underweight,male,vegetarian,twice a day,electricity,public,petrol,never,612.64,never,578.0,medium,9,1.5,1,5.6,Sometimes,1284.7
underweight,female,omnivore,more frequently,natural gas,public,petrol,sometimes,155.51,never,2128.0,small,4,1.5,3,2.4,Yes,2483.01
overweight,male,vegetarian,less frequently,electricity,public,diesel,never,246.41,frequently,184.0,large,6,4.3,9,6.9,Yes,2808.88
normal,male,vegetarian,more frequently,wood,public,electric,never,318.32,never,2757.0,medium,2,2.8,2,11.8,Yes,2209.59
obese,female,omnivore,twice a day,natural gas,private,electric,sometimes,181.49,rarely,243.0,medium,3,9.4,1,3.8,No,4143.49
obese,male,pescatarian,more frequently,electricity,public,electric,never,419.83,frequently,2743.0,medium,4,6.2,1,4.4,No,2598.94
obese,female,omnivore,daily,coal,private,petrol,never,789.02,never,1472.0,extra large,3,3.6,7,3.6,No,4983.39
obese,female,vegetarian,twice a day,wood,public,hybrid,sometimes,460.23,rarely,1344.0,small,7,7.3,4,10.5,Yes,2713.42
overweight,female,omnivore,twice a day,coal,public,diesel,often,619.32,rarely,2920.0,extra large,9,4.4,5,6.2,Sometimes,4191.5
overweight,female,pescatarian,daily,coal,private,diesel,often,578.06,rarely,2971.0,extra large,6,2.2,7,10.1,Sometimes,4751.19
overweight,female,pescatarian,daily,wood,private,hybrid,never,694.94,rarely,1951.0,large,3,3.1,6,10.4,Sometimes,4299.98
underweight,male,omnivore,less frequently,natural gas,private,electric,sometimes,251.01,rarely,381.0,medium,9,6.8,6,9.2,Yes,4104.01
overweight,female,omnivore,twice a day,electricity,public,none,often,627.68,frequently,1519.0,extra large,1,1.5,6,3.9,Sometimes,3374.61
overweight,female,pescatarian,more frequently,coal,public,hybrid,sometimes,716.95,frequently,1587.0,extra large,5,3.5,6,1.4,Sometimes,4437.18
normal,male,pescatarian,daily,coal,public,electric,often,220.06,rarely,1543.0,extra large,5,2.9,7,2.6,No,3188.63
normal,male,omnivore,less frequently,coal,private,petrol,never,342.76,never,1708.0,small,2,2.8,0,8.7,No,4610.6
normal,female,pescatarian,daily,natural gas,public,hybrid,sometimes,779.07,never,56.0,medium,5,7.1,2,9.1,Yes,2454.12
normal,female,omnivore,daily,coal,public,electric,never,646.55,never,2134.0,extra large,1,8.4,0,9.4,Sometimes,3847.81
overweight,female,pescatarian,less frequently,coal,public,diesel,never,297.81,rarely,2137.0,medium,1,7.4,7,3.7,Yes,3319.75
overweight,female,omnivore,twice a day,coal,private,none,never,494.76,never,346.0,medium,4,6.8,1,2.7,No,4169.85
underweight,male,vegetarian,more frequently,wood,private,none,sometimes,383.03,rarely,1711.0,large,6,9.2,6,11.2,Sometimes,3808.06
obese,female,omnivore,daily,wood,public,none,often,442.98,frequently,1705.0,small,2,1.5,5,8.3,Sometimes,3371.54
obese,female,omnivore,twice a day,coal,public,electric,never,348.62,never,2047.0,extra large,5,2.5,0,9.2,No,2743.61
normal,female,omnivore,less frequently,natural gas,walk/bicycle,electric,sometimes,295.53,frequently,256.0,extra large,5,4.7,5,2.0,Sometimes,3331.2
underweight,female,omnivore,less frequently,natural gas,private,petrol,often,572.33,frequently,1880.0,large,3,4.4,8,5.5,Yes,5968.61
overweight,male,omnivore,less frequently,electricity,private,none,never,644.98,never,842.0,extra large,4,4.8,2,1.7,Sometimes,3865.51
obese,male,omnivore,twice a day,wood,walk/bicycle,diesel,often,711.77,frequently,1521.0,small,2,2.9,6,8.2,No,3836.24
normal,female,vegetarian,more frequently,natural gas,private,none,often,208.73,frequently,2320.0,extra large,7,2.3,3,6.4,No,4628.31
normal,female,omnivore,twice a day,coal,public,hybrid,sometimes,676.0,rarely,2117.0,small,3,5.6,0,6.0,Yes,3204.83
obese,female,omnivore,twice a day,wood,private,hybrid,sometimes,278.36,never,357.0,extra large,6,9.4,6,10.9,Yes,4138.28
obese,male,omnivore,less frequently,natural gas,private,diesel,sometimes,399.14,rarely,1774.0,medium,9,4.5,0,9.1,No,4106.28
obese,female,omnivore,daily,electricity,public,electric,often,731.01,very frequently,2907.0,medium,7,1.4,3,11.6,Yes,5154.78
overweight,male,omnivore,daily,coal,public,none,often,418.15,rarely,470.0,large,4,7.4,8,1.5,No,4031.12
obese,male,omnivore,less frequently,wood,private,hybrid,sometimes,237.94,never,2559.0,extra large,2,3.6,4,7.8,Yes,4158.37
underweight,female,omnivore,daily,electricity,private,diesel,often,211.91,rarely,2108.0,extra large,7,3.2,6,7.9,No,3965.76
underweight,male,omnivore,less frequently,electricity,public,petrol,often,431.09,rarely,2322.0,small,8,3.9,6,1.3,Yes,3149.14
obese,male,omnivore,twice a day,wood,private,hybrid,often,633.87,rarely,846.0,extra large,3,7.5,2,9.7,Yes,4047.36
overweight,female,omnivore,less frequently,natural gas,public,hybrid,sometimes,798.04,frequently,864.0,large,7,8.4,7,2.7,Yes,3844.26
normal,female,omnivore,more frequently,coal,private,none,never,651.19,rarely,2718.0,extra large,1,6.3,0,8.7,Yes,5146.37
obese,male,omnivore,more frequently,electricity,public,electric,never,713.91,frequently,1079.0,medium,8,3.9,3,1.4,Sometimes,3786.66
obese,male,vegan,more frequently,electricity,walk/bicycle,hybrid,sometimes,623.48,frequently,189.0,large,7,3.8,9,7.8,No,2627.22
obese,male,omnivore,twice a day,wood,public,hybrid,often,726.8,rarely,1802.0,medium,6,2.1,3,6.7,No,2589.6
underweight,female,pescatarian,daily,wood,private,none,sometimes,153.41,never,374.0,large,3,9.4,1,6.3,Sometimes,3313.31
underweight,male,omnivore,twice a day,wood,public,electric,never,750.95,frequently,2390.0,large,4,6.7,5,5.0,Yes,4147.38
normal,female,vegetarian,daily,electricity,private,petrol,sometimes,377.48,very frequently,1925.0,large,8,1.2,0,5.6,Yes,5364.73
overweight,male,vegetarian,twice a day,natural gas,private,petrol,never,745.13,never,2624.0,large,1,7.0,2,6.2,No,3914.77
obese,female,omnivore,twice a day,natural gas,walk/bicycle,petrol,never,153.01,rarely,2355.0,small,2,5.0,8,4.3,No,3230.03
obese,male,vegan,more frequently,coal,public,petrol,sometimes,600.67,never,336.0,large,1,9.8,9,11.3,No,2745.68
obese,male,omnivore,twice a day,wood,public,electric,sometimes,614.98,frequently,1143.0,medium,4,8.4,5,11.6,Sometimes,4085.33
normal,female,omnivore,more frequently,coal,private,petrol,never,797.84,frequently,2324.0,extra large,6,2.5,1,4.3,No,5612.17
obese,female,vegetarian,twice a day,electricity,private,none,often,638.2,never,1252.0,small,5,7.5,8,9.6,Sometimes,3401.15
underweight,male,vegetarian,less frequently,electricity,private,none,often,367.8,frequently,2917.0,small,6,5.4,1,9.3,Sometimes,4332.63
overweight,male,omnivore,more frequently,electricity,public,none,never,490.07,never,2207.0,small,2,2.7,6,10.6,No,2973.16
underweight,male,omnivore,less frequently,coal,public,petrol,often,356.59,frequently,46.0,extra large,5,7.3,0,1.0,No,3954.4
obese,male,omnivore,twice a day,wood,private,none,never,237.21,rarely,2640.0,extra large,1,5.9,4,4.7,No,4260.57
normal,female,omnivore,twice a day,coal,public,none,never,273.95,rarely,302.0,small,6,1.3,6,2.6,Yes,3106.28
underweight,male,vegetarian,less frequently,coal,private,diesel,never,255.41,never,422.0,small,4,6.8,2,5.3,Yes,3418.38
overweight,female,omnivore,daily,electricity,private,petrol,sometimes,484.17,never,2203.0,large,9,6.7,3,7.3,Yes,4358.57
normal,female,omnivore,daily,electricity,private,none,sometimes,734.31,rarely,2595.0,large,3,2.3,4,11.0,No,4330.56
obese,female,omnivore,daily,natural gas,private,electric,sometimes,738.91,rarely,1609.0,extra large,3,4.1,2,10.2,Sometimes,4410.29
obese,female,omnivore,twice a day,wood,private,none,never,138.33,never,867.0,large,9,6.3,5,6.5,Sometimes,3901.27
normal,female,omnivore,daily,wood,walk/bicycle,diesel,sometimes,155.93,never,1054.0,medium,4,2.2,2,1.3,Yes,1835.95
underweight,female,pescatarian,daily,wood,private,electric,often,271.58,never,1029.0,medium,7,8.7,7,4.3,Sometimes,3820.37
underweight,male,vegan,twice a day,coal,walk/bicycle,electric,often,278.54,frequently,980.0,large,2,1.2,6,2.2,Yes,2841.08
normal,male,vegetarian,twice a day,electricity,private,hybrid,sometimes,166.42,frequently,729.0,large,1,1.9,0,8.2,Sometimes,4075.49
underweight,female,omnivore,daily,electricity,walk/bicycle,diesel,sometimes,371.92,never,1827.0,small,1,2.0,1,8.6,No,1996.38
overweight,male,vegetarian,daily,natural gas,public,diesel,never,511.41,rarely,2701.0,large,6,5.8,3,8.1,No,3174.75
normal,female,vegetarian,less frequently,coal,walk/bicycle,none,sometimes,504.71,never,921.0,medium,4,6.6,4,4.0,Sometimes,2723.72
overweight,female,vegetarian,twice a day,wood,private,diesel,sometimes,480.4,very frequently,560.0,extra large,2,4.6,9,11.1,Yes,6295.75
normal,female,omnivore,twice a day,coal,public,electric,sometimes,337.07,very frequently,2516.0,extra large,7,3.6,3,7.5,No,5639.99
overweight,male,omnivore,less frequently,electricity,walk/bicycle,electric,never,594.52,rarely,2225.0,small,8,8.3,3,7.6,Sometimes,2816.24
obese,male,omnivore,more frequently,natural gas,private,none,often,678.54,very frequently,2793.0,extra large,7,1.6,8,10.0,Yes,7263.61
obese,male,omnivore,more frequently,coal,private,electric,never,342.39,frequently,497.0,large,9,3.5,3,1.8,Sometimes,5293.75
underweight,female,omnivore,twice a day,electricity,private,none,sometimes,159.87,frequently,433.0,small,1,1.4,3,3.3,Yes,4257.84
normal,male,omnivore,twice a day,coal,walk/bicycle,hybrid,sometimes,307.43,rarely,1624.0,large,6,1.1,3,7.5,Sometimes,2392.89
obese,female,omnivore,daily,electricity,private,diesel,often,196.16,rarely,1843.0,extra large,8,4.2,1,7.7,Sometimes,3926.26
normal,female,pescatarian,more frequently,coal,private,diesel,sometimes,427.15,never,1441.0,large,9,2.8,7,6.1,No,4116.45
normal,male,omnivore,daily,wood,private,diesel,never,209.15,rarely,1797.0,small,8,3.4,3,9.6,Yes,3986.54
overweight,female,omnivore,more frequently,coal,private,hybrid,never,423.99,rarely,541.0,small,6,8.4,4,4.8,No,4542.72
obese,female,vegan,less frequently,coal,public,diesel,never,254.7,never,1439.0,medium,8,2.5,7,1.1,No,2188.55
underweight,female,vegan,daily,wood,private,hybrid,never,617.11,never,1974.0,extra large,8,8.0,3,4.7,No,3600.14
underweight,female,vegetarian,less frequently,coal,public,hybrid,sometimes,119.3,rarely,1298.0,large,1,7.1,4,11.6,Sometimes,1983.68
underweight,female,vegan,less frequently,electricity,walk/bicycle,none,never,488.32,never,2038.0,medium,8,3.9,4,9.6,Sometimes,1643.82
normal,male,omnivore,more frequently,electricity,private,petrol,sometimes,218.64,rarely,1354.0,medium,7,5.9,5,4.5,No,4044.05
underweight,female,vegan,twice a day,electricity,public,petrol,never,100.69,very frequently,1001.0,extra large,8,5.0,6,3.4,Yes,4550.61
normal,female,omnivore,twice a day,electricity,private,none,often,708.44,frequently,911.0,large,8,2.2,2,9.9,Sometimes,5034.99
obese,male,omnivore,less frequently,electricity,public,none,often,570.07,rarely,1233.0,extra large,6,9.2,9,3.2,No,2718.33
