Make,Model,Vehicle Class,Engine Size(L),Cylinders,Transmission,Fuel Type,Fuel Consumption City (L/100 km),Fuel Consumption Hwy (L/100 km),Fuel Consumption Comb (L/100 km),Fuel Consumption Comb (mpg),CO2 Emissions(g/km)
VW,Model_3346,MID-SIZE,3.7,4,M,X,9.4,7.3,8.4,28.0,200
VW,Model_3347,SUV - STANDARD,2.0,4,AV,E,9.3,7.2,8.3,28.0,198
GM,Model_3348,PICKUP TRUCK,5.7,8,AS,Z,15.7,12.3,14.2,17.0,325
BMW,Model_3349,FULL-SIZE,3.5,6,AM,Z,10.2,8.0,9.2,26.0,224
Honda,Model_3350,MID-SIZE,3.0,4,A,Z,8.7,6.8,7.8,30.0,183
Toyota,Model_3351,SUV - SMALL,2.9,4,AM,N,7.7,6.0,6.9,34.0,155
Honda,Model_3352,FULL-SIZE,3.9,4,A,X,11.5,9.0,10.4,23.0,244
Toyota,Model_3353,MID-SIZE,5.1,6,AM,X,15.0,11.7,13.5,17.0,303
VW,Model_3354,SUV - SMALL,2.3,4,AM,D,5.1,4.0,4.6,51.0,119
GM,Model_3355,MID-SIZE,6.1,4,M,E,22.0,17.2,19.8,12.0,461
Honda,Model_3356,FULL-SIZE,2.3,6,AM,Z,6.3,5.0,5.7,41.0,128
Ford,Model_3357,PICKUP TRUCK,5.8,6,AV,Z,15.8,12.4,14.3,16.0,333
Hyundai,Model_3358,MID-SIZE,3.5,4,AM,D,8.1,6.3,7.3,32.0,190
Mercedes,Model_3359,SUV - STANDARD,2.5,6,M,Z,8.8,6.9,7.9,30.0,184
Toyota,Model_3360,FULL-SIZE,2.6,8,AM,Z,7.2,5.6,6.5,36.0,152
VW,Model_3361,TWO-SEATER,4.7,4,AM,N,11.8,9.2,10.6,22.0,237
BMW,Model_3362,MID-SIZE,3.8,8,A,Z,11.5,8.9,10.3,23.0,238
Honda,Model_3363,SUV - SMALL,3.9,6,M,D,10.2,7.9,9.2,26.0,252
Toyota,Model_3364,PICKUP TRUCK,4.5,4,M,N,11.2,8.7,10.1,23.0,239
Toyota,Model_3365,COMPACT,4.9,4,AV,D,12.8,10.0,11.5,20.0,310
Toyota,Model_3366,STATION WAGON,6.3,4,AS,X,17.4,13.6,15.7,15.0,366
VW,Model_3367,FULL-SIZE,3.4,12,AV,E,14.3,11.1,12.9,18.0,302
Hyundai,Model_3368,STATION WAGON,2.1,6,AM,Z,6.9,5.3,6.2,38.0,147
VW,Model_3369,MID-SIZE,1.3,4,M,Z,4.0,3.1,3.6,65.0,81
Mercedes,Model_3370,SUV - SMALL,5.6,4,M,D,13.6,10.6,12.3,19.0,332
GM,Model_3371,FULL-SIZE,4.0,4,AV,X,11.7,9.1,10.6,22.0,243
Mercedes,Model_3372,SUV - SMALL,6.1,4,AS,Z,15.4,12.0,13.9,17.0,318
GM,Model_3373,FULL-SIZE,4.4,4,A,Z,11.3,8.8,10.2,23.0,233
Mercedes,Model_3374,FULL-SIZE,2.3,6,A,Z,7.1,5.5,6.4,37.0,146
Honda,Model_3375,SUV - SMALL,6.4,8,AM,Z,18.7,14.6,16.8,14.0,392
Honda,Model_3376,MINIVAN,3.8,6,A,Z,11.1,8.7,10.0,24.0,227
Honda,Model_3377,TWO-SEATER,2.6,4,AM,X,6.3,4.9,5.7,41.0,127
Honda,Model_3378,SUV - SMALL,4.6,4,AV,D,10.6,8.3,9.6,25.0,256
VW,Model_3379,FULL-SIZE,5.1,6,AV,Z,13.5,10.5,12.1,19.0,280
Ford,Model_3380,SUV - SMALL,3.8,4,A,Z,9.6,7.5,8.6,27.0,195
VW,Model_3381,SUV - STANDARD,5.5,8,M,Z,14.3,11.1,12.8,18.0,294
Ford,Model_3382,TWO-SEATER,1.8,4,M,D,4.9,3.8,4.4,53.0,125
Toyota,Model_3383,STATION WAGON,4.1,8,AV,Z,11.9,9.3,10.7,22.0,240
GM,Model_3384,PICKUP TRUCK,4.2,4,A,X,11.5,8.9,10.3,23.0,239
VW,Model_3385,MINIVAN,6.0,6,AM,Z,14.8,11.5,13.3,18.0,306
Mercedes,Model_3386,MINIVAN,1.1,12,AS,D,6.3,4.9,5.7,41.0,149
BMW,Model_3387,SUV - SMALL,4.4,4,M,D,9.8,7.7,8.9,26.0,236
Hyundai,Model_3388,FULL-SIZE,4.8,4,AV,D,10.4,8.1,9.4,25.0,247
Hyundai,Model_3389,PICKUP TRUCK,3.3,4,AS,E,11.7,9.1,10.6,22.0,252
VW,Model_3390,MID-SIZE,5.3,4,AS,X,14.3,11.2,12.9,18.0,291
BMW,Model_3391,STATION WAGON,4.5,6,A,Z,11.4,8.9,10.3,23.0,227
Toyota,Model_3392,FULL-SIZE,2.3,8,M,D,6.6,5.2,6.0,39.0,170
Honda,Model_3393,SUV - STANDARD,4.9,4,AV,Z,12.1,9.4,10.9,22.0,255
Hyundai,Model_3394,FULL-SIZE,3.7,4,AS,D,8.6,6.7,7.7,31.0,205
Honda,Model_3395,MINIVAN,3.7,4,AV,E,13.5,10.5,12.1,19.0,281
Hyundai,Model_3396,SUV - SMALL,3.5,4,M,X,8.1,6.3,7.3,32.0,169
Toyota,Model_3397,TWO-SEATER,4.6,4,A,X,12.7,9.9,11.4,21.0,268
Toyota,Model_3398,SUV - SMALL,3.3,4,AV,X,10.4,8.1,9.4,25.0,214
GM,Model_3399,MID-SIZE,4.6,6,AS,E,16.6,13.0,15.0,16.0,341
VW,Model_3400,TWO-SEATER,3.0,4,AM,X,7.9,6.1,7.1,33.0,168
Mercedes,Model_3401,PICKUP TRUCK,5.7,8,M,D,14.2,11.1,12.8,18.0,340
Toyota,Model_3402,TWO-SEATER,5.9,4,AM,Z,14.6,11.4,13.2,18.0,311
Honda,Model_3403,COMPACT,3.7,6,AM,X,10.5,8.2,9.4,25.0,219
VW,Model_3404,MID-SIZE,5.0,4,AS,D,12.2,9.5,11.0,21.0,288
Ford,Model_3405,PICKUP TRUCK,4.1,8,AV,Z,11.5,9.0,10.4,23.0,242
Honda,Model_3406,SUV - STANDARD,1.2,8,AV,X,6.0,4.7,5.4,44.0,129
BMW,Model_3407,TWO-SEATER,5.2,6,AS,E,18.3,14.3,16.5,14.0,389
VW,Model_3408,SUV - SMALL,3.1,6,A,X,10.3,8.0,9.2,26.0,210
GM,Model_3409,MINIVAN,3.8,4,AS,Z,10.6,8.3,9.6,25.0,228
GM,Model_3410,MINIVAN,4.8,4,AM,Z,12.9,10.0,11.6,20.0,262
VW,Model_3411,SUV - SMALL,2.7,4,AS,Z,8.3,6.5,7.5,31.0,167
Hyundai,Model_3412,PICKUP TRUCK,1.2,6,AS,Z,4.9,3.8,4.4,53.0,104
GM,Model_3413,SUV - SMALL,2.2,8,A,X,8.6,6.7,7.7,31.0,185
BMW,Model_3414,TWO-SEATER,2.5,4,AM,Z,6.8,5.3,6.2,38.0,134
Toyota,Model_3415,MINIVAN,5.3,4,A,E,18.5,14.4,16.7,14.0,386
Mercedes,Model_3416,SUV - SMALL,3.4,4,M,E,13.0,10.1,11.7,20.0,266
Mercedes,Model_3417,SUV - SMALL,6.2,8,AV,Z,18.7,14.6,16.9,14.0,389
Ford,Model_3418,SUV - SMALL,5.5,6,AM,X,14.5,11.3,13.1,18.0,296
Honda,Model_3419,SUV - SMALL,4.6,4,AM,X,13.7,10.7,12.3,19.0,293
Ford,Model_3420,MINIVAN,2.1,6,AM,X,9.2,7.2,8.3,28.0,188
Hyundai,Model_3421,TWO-SEATER,6.0,4,A,Z,15.2,11.8,13.7,17.0,310
Toyota,Model_3422,STATION WAGON,5.6,3,AV,X,13.9,10.8,12.5,19.0,289
Hyundai,Model_3423,FULL-SIZE,6.3,4,AS,X,16.7,13.0,15.1,16.0,339
Mercedes,Model_3424,MID-SIZE,4.8,4,AS,E,17.9,14.0,16.2,15.0,366
Toyota,Model_3425,PICKUP TRUCK,1.5,6,AS,X,5.5,4.3,4.9,48.0,110
Mercedes,Model_3426,COMPACT,3.7,4,A,X,11.2,8.8,10.1,23.0,237
BMW,Model_3427,STATION WAGON,2.0,6,AS,Z,6.1,4.7,5.5,43.0,125
Mercedes,Model_3428,TWO-SEATER,1.2,4,AS,Z,4.2,3.3,3.8,62.0,90
VW,Model_3429,FULL-SIZE,1.2,4,AM,Z,4.0,3.0,3.5,67.0,77
Toyota,Model_3430,COMPACT,2.0,8,AS,D,6.8,5.3,6.2,38.0,165
VW,Model_3431,MINIVAN,4.4,4,AS,X,12.9,10.1,11.6,20.0,267
BMW,Model_3432,STATION WAGON,1.7,4,A,X,6.3,4.9,5.7,41.0,127
Toyota,Model_3433,PICKUP TRUCK,3.6,4,AV,X,10.5,8.2,9.5,25.0,222
Mercedes,Model_3434,SUV - SMALL,6.1,4,A,N,15.0,11.7,13.5,17.0,309
Hyundai,Model_3435,MID-SIZE,2.8,6,AV,N,7.6,5.9,6.8,35.0,162
Toyota,Model_3436,FULL-SIZE,1.1,8,AS,X,5.3,4.1,4.8,49.0,108
GM,Model_3437,SUV - STANDARD,1.2,4,M,X,4.0,3.1,3.6,65.0,83
BMW,Model_3438,PICKUP TRUCK,1.6,4,M,E,6.5,5.1,5.8,41.0,140
VW,Model_3439,TWO-SEATER,5.8,4,M,Z,15.1,11.8,13.6,17.0,313
BMW,Model_3440,STATION WAGON,2.9,3,AM,X,9.6,7.5,8.6,27.0,203
Hyundai,Model_3441,COMPACT,1.4,4,AV,X,4.4,3.4,4.0,59.0,97
VW,Model_3442,MINIVAN,2.0,4,AV,X,7.4,5.8,6.6,36.0,153
VW,Model_3443,COMPACT,4.4,6,AM,X,12.8,10.0,11.5,20.0,263
Toyota,Model_3444,MID-SIZE,3.8,4,AM,Z,9.9,7.7,8.9,26.0,204
VW,Model_3445,TWO-SEATER,3.7,4,AV,X,10.5,8.2,9.5,25.0,214
Honda,Model_3446,COMPACT,2.2,4,AM,X,7.3,5.7,6.6,36.0,151
Honda,Model_3447,COMPACT,1.3,8,AS,E,6.1,4.8,5.5,43.0,122
Toyota,Model_3448,COMPACT,5.8,6,AV,Z,14.6,11.4,13.2,18.0,302
GM,Model_3449,COMPACT,2.0,4,A,D,4.1,3.2,3.7,64.0,107
Mercedes,Model_3450,SUV - STANDARD,5.6,4,A,X,15.3,11.9,13.8,17.0,318
Mercedes,Model_3451,STATION WAGON,1.8,8,M,X,8.0,6.2,7.2,33.0,171
GM,Model_3452,SUV - SMALL,1.0,4,M,X,4.0,3.0,3.5,67.0,79
BMW,Model_3453,MINIVAN,3.4,8,AS,Z,10.6,8.2,9.5,25.0,219
BMW,Model_3454,MID-SIZE,3.9,4,AV,X,11.0,8.6,9.9,24.0,237
Toyota,Model_3455,FULL-SIZE,5.3,4,M,Z,14.0,10.9,12.6,19.0,293
VW,Model_3456,MID-SIZE,1.2,4,AV,X,4.3,3.4,3.9,60.0,96
Toyota,Model_3457,PICKUP TRUCK,1.9,8,AS,E,11.3,8.8,10.2,23.0,234
Hyundai,Model_3458,SUV - STANDARD,5.3,6,M,Z,13.1,10.2,11.8,20.0,263
Mercedes,Model_3459,PICKUP TRUCK,4.0,6,AV,D,9.7,7.6,8.7,27.0,231
Hyundai,Model_3460,FULL-SIZE,1.1,8,AM,Z,4.4,3.4,4.0,59.0,85
Ford,Model_3461,TWO-SEATER,1.0,4,A,Z,4.0,3.0,3.5,67.0,75
GM,Model_3462,COMPACT,3.4,4,A,X,10.5,8.2,9.4,25.0,221
BMW,Model_3463,COMPACT,4.4,4,A,D,9.9,7.7,8.9,26.0,239
Mercedes,Model_3464,SUV - SMALL,2.3,12,M,X,11.5,9.0,10.4,23.0,238
Toyota,Model_3465,MINIVAN,3.2,4,A,X,9.4,7.4,8.5,28.0,199
Hyundai,Model_3466,SUV - STANDARD,3.0,4,AS,N,7.3,5.7,6.6,36.0,164
Hyundai,Model_3467,TWO-SEATER,3.2,6,AM,D,7.2,5.6,6.4,37.0,178
BMW,Model_3468,STATION WAGON,2.4,8,A,X,7.9,6.2,7.2,33.0,170
Ford,Model_3469,PICKUP TRUCK,4.2,8,M,N,12.4,9.7,11.2,21.0,253
BMW,Model_3470,MINIVAN,3.2,4,A,N,8.3,6.5,7.5,31.0,174
GM,Model_3471,PICKUP TRUCK,2.2,4,M,X,7.2,5.6,6.5,36.0,144
VW,Model_3472,TWO-SEATER,1.1,6,AS,E,6.3,4.9,5.7,41.0,126
GM,Model_3473,FULL-SIZE,6.2,4,AM,Z,16.1,12.6,14.6,16.0,327
BMW,Model_3474,SUV - SMALL,3.9,8,AS,E,16.3,12.7,14.7,16.0,341
GM,Model_3475,STATION WAGON,2.6,6,AS,Z,7.1,5.5,6.4,37.0,145
Honda,Model_3476,SUV - STANDARD,1.1,4,AM,Z,4.9,3.8,4.4,53.0,108
Mercedes,Model_3477,PICKUP TRUCK,4.7,6,AM,Z,12.7,9.9,11.4,21.0,262
GM,Model_3478,STATION WAGON,1.1,4,A,X,4.0,3.0,3.5,67.0,79
GM,Model_3479,FULL-SIZE,6.3,8,AM,N,17.8,13.9,16.1,15.0,372
VW,Model_3480,STATION WAGON,1.1,6,AV,E,8.5,6.6,7.7,31.0,181
GM,Model_3481,FULL-SIZE,5.0,4,AV,Z,13.7,10.7,12.3,19.0,273
Hyundai,Model_3482,PICKUP TRUCK,4.6,4,AS,Z,10.9,8.5,9.8,24.0,233
BMW,Model_3483,PICKUP TRUCK,5.9,8,AM,E,20.9,16.3,18.9,12.0,427
Honda,Model_3484,TWO-SEATER,1.9,4,AM,X,6.3,4.9,5.7,41.0,133
Honda,Model_3485,SUV - STANDARD,2.8,8,A,X,9.8,7.6,8.8,27.0,199
Toyota,Model_3486,SUV - SMALL,1.6,6,AV,Z,4.9,3.8,4.4,53.0,115
BMW,Model_3487,MINIVAN,5.9,8,AM,X,16.2,12.6,14.6,16.0,332
Ford,Model_3488,PICKUP TRUCK,6.1,6,AM,Z,17.7,13.8,16.0,15.0,365
Mercedes,Model_3489,COMPACT,5.6,8,AV,X,16.1,12.5,14.5,16.0,341
Mercedes,Model_3490,FULL-SIZE,1.4,3,AV,Z,4.0,3.0,3.5,67.0,80
Toyota,Model_3491,TWO-SEATER,5.2,6,AS,X,15.8,12.3,14.2,17.0,330
Toyota,Model_3492,MINIVAN,4.6,4,M,X,11.6,9.1,10.5,22.0,250
GM,Model_3493,PICKUP TRUCK,4.4,4,AV,X,11.0,8.6,9.9,24.0,241
BMW,Model_3494,STATION WAGON,6.1,4,M,Z,14.3,11.2,12.9,18.0,296
Ford,Model_3495,COMPACT,5.6,6,AV,D,13.4,10.4,12.1,19.0,326
BMW,Model_3496,PICKUP TRUCK,3.5,8,A,E,15.1,11.7,13.6,17.0,316
Honda,Model_3497,PICKUP TRUCK,5.6,4,AS,D,14.6,11.4,13.1,18.0,355
VW,Model_3498,PICKUP TRUCK,4.3,6,AS,X,12.4,9.7,11.2,21.0,254
Toyota,Model_3499,COMPACT,4.0,6,A,D,9.2,7.2,8.3,28.0,217
Mercedes,Model_3500,SUV - STANDARD,3.3,4,M,X,9.5,7.4,8.5,28.0,195
Mercedes,Model_3501,TWO-SEATER,6.5,4,AS,X,16.7,13.0,15.0,16.0,343
Honda,Model_3502,MID-SIZE,1.4,6,M,N,5.6,4.4,5.0,47.0,124
VW,Model_3503,MINIVAN,5.4,6,AV,X,15.6,12.2,14.1,17.0,330
Mercedes,Model_3504,STATION WAGON,1.1,4,AV,X,4.3,3.4,3.9,60.0,93
Mercedes,Model_3505,SUV - SMALL,2.3,6,AS,Z,7.0,5.5,6.3,37.0,141
GM,Model_3506,SUV - STANDARD,1.5,6,AS,N,4.5,3.5,4.1,57.0,98
Toyota,Model_3507,TWO-SEATER,3.0,12,AM,X,12.6,9.8,11.3,21.0,255
GM,Model_3508,PICKUP TRUCK,2.6,4,M,X,7.9,6.2,7.1,33.0,160
BMW,Model_3509,STATION WAGON,3.3,8,AV,Z,9.3,7.3,8.4,28.0,187
GM,Model_3510,FULL-SIZE,4.0,8,AV,X,12.0,9.3,10.8,22.0,249
Honda,Model_3511,SUV - SMALL,2.6,4,M,Z,6.7,5.2,6.0,39.0,143
Mercedes,Model_3512,MID-SIZE,4.4,6,M,X,12.0,9.4,10.8,22.0,243
Mercedes,Model_3513,COMPACT,4.4,6,AM,Z,12.3,9.6,11.0,21.0,251
Hyundai,Model_3514,SUV - SMALL,1.3,4,AV,X,4.0,3.1,3.6,65.0,83
VW,Model_3515,MINIVAN,4.1,4,AS,E,15.5,12.1,13.9,17.0,320
Honda,Model_3516,SUV - SMALL,6.4,4,M,X,17.2,13.4,15.5,15.0,364
Honda,Model_3517,FULL-SIZE,1.7,4,M,X,5.3,4.1,4.8,49.0,117
Ford,Model_3518,FULL-SIZE,4.5,6,M,X,14.8,11.5,13.3,18.0,320
Mercedes,Model_3519,TWO-SEATER,6.4,4,AV,X,15.6,12.2,14.1,17.0,328
Hyundai,Model_3520,SUV - STANDARD,3.4,4,AS,E,12.7,9.9,11.5,20.0,265
Hyundai,Model_3521,MID-SIZE,1.5,3,AM,X,4.9,3.8,4.4,53.0,98
Mercedes,Model_3522,SUV - SMALL,5.9,4,A,X,16.7,13.0,15.0,16.0,352
BMW,Model_3523,SUV - SMALL,4.6,4,A,X,12.2,9.5,11.0,21.0,247
GM,Model_3524,FULL-SIZE,2.0,6,AS,Z,5.6,4.4,5.1,46.0,119
BMW,Model_3525,MID-SIZE,4.8,4,A,Z,11.8,9.2,10.6,22.0,248
BMW,Model_3526,MINIVAN,2.5,8,AS,Z,8.9,7.0,8.0,29.0,180
Honda,Model_3527,PICKUP TRUCK,6.0,3,AM,D,13.4,10.5,12.1,19.0,326
Ford,Model_3528,TWO-SEATER,3.9,6,AM,X,10.3,8.0,9.3,25.0,215
Mercedes,Model_3529,SUV - STANDARD,3.9,6,M,Z,9.4,7.3,8.5,28.0,193
Toyota,Model_3530,MID-SIZE,3.0,6,M,X,9.9,7.7,8.9,26.0,201
GM,Model_3531,SUV - STANDARD,4.0,6,AV,Z,11.7,9.2,10.6,22.0,245
Mercedes,Model_3532,COMPACT,1.8,4,A,X,5.3,4.2,4.8,49.0,104
Honda,Model_3533,SUV - SMALL,5.6,8,AS,X,16.9,13.2,15.2,15.0,348
VW,Model_3534,TWO-SEATER,2.9,8,AM,X,9.6,7.5,8.6,27.0,194
GM,Model_3535,SUV - STANDARD,1.4,4,M,X,4.0,3.0,3.5,67.0,78
Honda,Model_3536,PICKUP TRUCK,2.8,4,A,Z,7.7,6.0,7.0,34.0,165
VW,Model_3537,SUV - STANDARD,2.6,4,M,Z,6.3,4.9,5.7,41.0,130
BMW,Model_3538,FULL-SIZE,4.5,6,AM,X,11.8,9.2,10.7,22.0,241
Mercedes,Model_3539,COMPACT,6.0,4,AV,E,21.4,16.7,19.3,12.0,442
VW,Model_3540,SUV - SMALL,5.2,8,AS,X,15.0,11.7,13.5,17.0,309
GM,Model_3541,FULL-SIZE,3.5,4,AS,Z,9.5,7.4,8.6,27.0,195
VW,Model_3542,COMPACT,6.3,4,A,Z,15.8,12.3,14.2,17.0,339
Ford,Model_3543,MINIVAN,3.0,8,AM,Z,8.5,6.6,7.7,31.0,170
Toyota,Model_3544,STATION WAGON,2.3,6,AS,E,8.8,6.9,7.9,30.0,173
Hyundai,Model_3545,MID-SIZE,2.5,8,A,E,9.9,7.7,8.9,26.0,198
VW,Model_3546,STATION WAGON,5.5,4,M,D,12.7,9.9,11.4,21.0,310
Mercedes,Model_3547,SUV - SMALL,4.1,6,AM,Z,12.1,9.5,10.9,22.0,254
Ford,Model_3548,COMPACT,4.1,6,AV,X,12.5,9.8,11.3,21.0,259
Honda,Model_3549,SUV - STANDARD,2.0,8,M,X,7.6,5.9,6.8,35.0,161
Ford,Model_3550,TWO-SEATER,4.7,4,AS,D,10.2,8.0,9.2,26.0,256
Mercedes,Model_3551,FULL-SIZE,3.2,6,M,X,9.7,7.6,8.7,27.0,202
GM,Model_3552,SUV - STANDARD,5.1,4,AS,Z,12.8,10.0,11.5,20.0,265
GM,Model_3553,FULL-SIZE,4.1,4,AV,N,9.9,7.7,8.9,26.0,200
BMW,Model_3554,STATION WAGON,4.7,8,A,Z,12.6,9.8,11.4,21.0,265
Mercedes,Model_3555,SUV - STANDARD,4.3,4,M,Z,12.9,10.1,11.6,20.0,266
Ford,Model_3556,COMPACT,5.1,6,M,X,13.2,10.3,11.9,20.0,266
BMW,Model_3557,SUV - SMALL,1.8,8,AM,Z,6.4,5.0,5.8,41.0,135
BMW,Model_3558,SUV - SMALL,1.7,4,AS,X,5.2,4.0,4.7,50.0,115
Toyota,Model_3559,STATION WAGON,3.7,4,A,X,10.4,8.1,9.3,25.0,219
Honda,Model_3560,TWO-SEATER,5.6,4,M,Z,14.6,11.4,13.2,18.0,310
Toyota,Model_3561,PICKUP TRUCK,4.7,6,AS,X,14.5,11.3,13.1,18.0,298
Toyota,Model_3562,MINIVAN,6.2,6,M,D,15.2,11.9,13.7,17.0,368
BMW,Model_3563,PICKUP TRUCK,6.2,4,M,X,16.6,12.9,14.9,16.0,352
Honda,Model_3564,FULL-SIZE,5.5,4,A,N,12.8,10.0,11.5,20.0,270
Hyundai,Model_3565,STATION WAGON,1.3,8,AM,X,5.5,4.3,5.0,47.0,117
VW,Model_3566,COMPACT,1.8,12,AM,Z,7.8,6.1,7.0,34.0,178
Ford,Model_3567,PICKUP TRUCK,5.6,4,AM,N,13.4,10.4,12.1,19.0,284
BMW,Model_3568,STATION WAGON,5.9,6,A,X,17.4,13.6,15.7,15.0,354
VW,Model_3569,SUV - SMALL,3.5,4,AV,X,9.7,7.5,8.7,27.0,201
Toyota,Model_3570,COMPACT,3.0,6,AM,Z,8.9,6.9,8.0,29.0,183
Mercedes,Model_3571,PICKUP TRUCK,6.1,6,AV,D,14.4,11.2,12.9,18.0,351
BMW,Model_3572,PICKUP TRUCK,1.3,6,AM,X,5.8,4.5,5.2,45.0,117
Mercedes,Model_3573,SUV - STANDARD,1.5,6,AV,X,6.1,4.8,5.5,43.0,127
VW,Model_3574,TWO-SEATER,5.7,6,AM,X,16.1,12.6,14.5,16.0,316
Honda,Model_3575,STATION WAGON,2.0,6,AV,D,5.1,4.0,4.6,51.0,128
BMW,Model_3576,TWO-SEATER,2.1,3,A,X,5.9,4.6,5.3,44.0,118
Hyundai,Model_3577,MID-SIZE,1.4,4,M,N,4.0,3.0,3.5,67.0,82
BMW,Model_3578,FULL-SIZE,3.2,3,AM,X,9.3,7.2,8.4,28.0,198
BMW,Model_3579,SUV - STANDARD,3.4,8,AM,X,12.2,9.5,11.0,21.0,250
Mercedes,Model_3580,SUV - STANDARD,1.4,6,A,X,4.8,3.7,4.3,55.0,100
Toyota,Model_3581,COMPACT,6.3,4,M,Z,15.2,11.9,13.7,17.0,320
Toyota,Model_3582,TWO-SEATER,6.2,4,A,Z,17.9,14.0,16.1,15.0,376
Honda,Model_3583,SUV - STANDARD,4.2,8,M,Z,11.0,8.5,9.9,24.0,228
Ford,Model_3584,FULL-SIZE,4.2,6,M,Z,10.8,8.5,9.8,24.0,224
BMW,Model_3585,FULL-SIZE,1.2,4,AM,D,4.0,3.0,3.5,67.0,89
Mercedes,Model_3586,TWO-SEATER,6.0,4,M,X,14.1,11.0,12.7,19.0,299
BMW,Model_3587,MID-SIZE,6.5,8,M,X,17.2,13.4,15.5,15.0,355
Honda,Model_3588,TWO-SEATER,6.1,4,AM,N,16.2,12.6,14.6,16.0,336
Ford,Model_3589,TWO-SEATER,5.0,8,A,X,14.3,11.2,12.9,18.0,300
Honda,Model_3590,COMPACT,5.7,4,AS,X,15.9,12.4,14.3,16.0,335
Mercedes,Model_3591,TWO-SEATER,5.1,6,AV,X,14.0,10.9,12.6,19.0,289
Ford,Model_3592,PICKUP TRUCK,5.6,4,AV,D,13.8,10.7,12.4,19.0,334
Hyundai,Model_3593,SUV - SMALL,6.4,6,AS,X,18.5,14.4,16.7,14.0,386
BMW,Model_3594,MINIVAN,5.8,4,M,X,14.7,11.5,13.2,18.0,316
BMW,Model_3595,FULL-SIZE,3.5,6,A,X,10.3,8.1,9.3,25.0,216
GM,Model_3596,MID-SIZE,3.4,8,AV,Z,10.6,8.2,9.5,25.0,222
BMW,Model_3597,SUV - STANDARD,6.1,6,AV,X,17.7,13.8,16.0,15.0,374
Hyundai,Model_3598,SUV - STANDARD,5.3,4,A,N,13.0,10.1,11.7,20.0,267
Honda,Model_3599,TWO-SEATER,2.0,4,M,Z,6.3,4.9,5.7,41.0,127
VW,Model_3600,MID-SIZE,1.3,4,AV,X,4.0,3.1,3.6,65.0,87
VW,Model_3601,SUV - SMALL,4.4,4,A,Z,12.1,9.5,10.9,22.0,247
Hyundai,Model_3602,SUV - STANDARD,4.9,4,M,X,13.4,10.5,12.1,19.0,280
VW,Model_3603,MID-SIZE,2.8,6,M,Z,8.0,6.2,7.2,33.0,162
VW,Model_3604,SUV - STANDARD,5.2,8,M,Z,13.7,10.7,12.3,19.0,281
GM,Model_3605,STATION WAGON,3.7,8,AM,D,11.0,8.6,9.9,24.0,261
GM,Model_3606,SUV - SMALL,4.7,8,A,E,18.0,14.1,16.2,15.0,387
BMW,Model_3607,TWO-SEATER,6.3,4,AS,X,16.2,12.7,14.6,16.0,343
Toyota,Model_3608,SUV - SMALL,4.9,6,AM,D,11.3,8.8,10.2,23.0,281
VW,Model_3609,MINIVAN,3.5,6,AM,Z,11.4,8.9,10.3,23.0,242
Toyota,Model_3610,COMPACT,6.5,4,A,Z,14.7,11.5,13.3,18.0,314
GM,Model_3611,PICKUP TRUCK,3.1,4,M,X,9.8,7.7,8.8,27.0,213
BMW,Model_3612,FULL-SIZE,2.0,4,A,X,6.4,5.0,5.8,41.0,135
Honda,Model_3613,COMPACT,4.0,4,M,X,11.6,9.0,10.4,23.0,235
GM,Model_3614,PICKUP TRUCK,5.6,4,AV,X,15.2,11.9,13.7,17.0,314
BMW,Model_3615,SUV - SMALL,5.7,6,AV,D,14.2,11.0,12.8,18.0,348
Ford,Model_3616,STATION WAGON,5.2,4,AM,D,13.6,10.6,12.2,19.0,322
Mercedes,Model_3617,TWO-SEATER,4.0,4,AV,Z,10.5,8.2,9.5,25.0,215
Mercedes,Model_3618,MINIVAN,3.7,6,A,X,10.3,8.0,9.3,25.0,200
Honda,Model_3619,STATION WAGON,6.2,6,M,Z,15.9,12.4,14.3,16.0,326
VW,Model_3620,TWO-SEATER,5.4,6,AS,X,13.9,10.8,12.5,19.0,290
Hyundai,Model_3621,MID-SIZE,2.0,6,AS,X,6.9,5.4,6.3,37.0,140
Hyundai,Model_3622,SUV - STANDARD,2.0,12,AM,Z,7.4,5.7,6.6,36.0,150
VW,Model_3623,PICKUP TRUCK,6.1,6,M,X,17.0,13.3,15.4,15.0,361
Ford,Model_3624,SUV - STANDARD,3.9,8,AS,Z,10.5,8.2,9.4,25.0,220
Toyota,Model_3625,TWO-SEATER,3.1,6,AM,X,8.5,6.6,7.6,31.0,174
Mercedes,Model_3626,STATION WAGON,6.5,4,AM,Z,16.7,13.1,15.1,16.0,357
Mercedes,Model_3627,MINIVAN,2.0,4,AM,Z,5.5,4.3,5.0,47.0,103
Mercedes,Model_3628,SUV - SMALL,4.7,4,AV,E,15.5,12.1,14.0,17.0,312
BMW,Model_3629,TWO-SEATER,5.0,4,AV,E,17.5,13.7,15.8,15.0,361
Honda,Model_3630,SUV - SMALL,4.8,4,M,X,14.0,10.9,12.6,19.0,306
Hyundai,Model_3631,MID-SIZE,1.5,8,M,X,4.3,3.4,3.9,60.0,82
Honda,Model_3632,MINIVAN,2.3,3,AM,X,7.4,5.8,6.7,35.0,164
Ford,Model_3633,COMPACT,3.6,4,AM,D,7.6,5.9,6.9,34.0,184
Ford,Model_3634,SUV - SMALL,4.4,4,A,E,16.6,13.0,15.0,16.0,350
